kWhDelivered,kWh_per_min_effective_charging,connectionTime_year,connectionTime_month,connectionTime_day,connectionTime_hour,connectionTime_min,connectionTime_sec,doneChargingTime_year,doneChargingTime_month,doneChargingTime_day,doneChargingTime_hour,doneChargingTime_min,doneChargingTime_sec
7.476,0.3398181818181818,2018,1,12,17,4,0,2018,1,12,17,26,0
10.949,0.4562083333333333,2018,1,12,17,20,0,2018,1,12,17,44,0
0.722,0.1444,2018,1,12,17,24,0,2018,1,12,17,29,0
10.4,0.29714285714285715,2018,1,12,20,12,0,2018,1,12,20,47,0
18.212,0.11104878048780488,2018,1,12,20,18,0,2018,1,12,23,2,0
7.814,0.10017948717948719,2018,1,12,20,56,0,2018,1,12,22,14,0
0.992,0.08266666666666667,2018,1,12,21,12,0,2018,1,12,21,24,0
0.87,0.09666666666666666,2018,1,12,21,45,0,2018,1,12,21,54,0
0.663,0.07366666666666667,2018,1,12,22,8,0,2018,1,12,22,17,0
5.77,0.38466666666666666,2018,1,12,23,2,0,2018,1,12,23,17,0
1.825,0.1140625,2018,1,12,23,53,0,2018,1,13,0,9,0
